artist,style,new_filename
Edgar Degas,Impressionism,99133.jpg
Edgar Degas,Impressionism,52238.jpg
David Wilkie,Romanticism,72449.jpg
Dante Gabriel Rossetti,Romanticism,56587.jpg
"White Frost, Sunrise",Impressionism,28824.jpg
Karl Bodmer,Romanticism,26233.jpg
Paul Cezanne,Impressionism,90572.jpg
Camille Corot,Realism,76860.jpg
Paul Cezanne,Impressionism,80463.jpg
Francisco Goya,Romanticism,92952.jpg
Paul Cezanne,Impressionism,26042.jpg
Paul Cezanne,Impressionism,20090.jpg
Paul Cezanne,Romanticism,1431.jpg
Anders Zorn,Impressionism,100236.jpg
Paul Cezanne,Impressionism,16692.jpg
Johan Hendrik Weissenbruch,Realism,2764.jpg
Max Slevogt,Impressionism,86549.jpg
James Tissot,Impressionism,20440.jpg
William Holman Hunt,Romanticism,5199.jpg
Paul Cezanne,Romanticism,81256.jpg
Odilon Redon,Realism,2009.jpg
Theophile Steinlen,Realism,65355.jpg
James Tissot,Realism,55888.jpg
Paul Cezanne,Impressionism,8521.jpg
Paul Cezanne,Impressionism,63776.jpg
Theodore Chasseriau,Romanticism,13613.jpg
Sir Lawrence Alma-Tadema,Romanticism,72536.jpg
Edgar Degas,Impressionism,98645.jpg
Paul Cezanne,Romanticism,83413.jpg
Claude Monet,Impressionism,16139.jpg
Rudolf von Alt,Romanticism,56518.jpg
Alfred Sisley,Impressionism,91127.jpg
Franz Xaver Winterhalter,Romanticism,60553.jpg
Edgar Degas,Impressionism,62534.jpg
Constant Troyon,Realism,23268.jpg
Paul Cezanne,Impressionism,41649.jpg
James Tissot,Realism,14326.jpg
Felix Vallotton ,Realism,97894.jpg
Caspar David Friedrich,Romanticism,61899.jpg
Berthe Morisot,Impressionism,91655.jpg
Edwin Henry Landseer,Romanticism,13119.jpg
Anders Zorn,Impressionism,58658.jpg
Edgar Degas,Impressionism,14705.jpg
Felix Vallotton ,Realism,22521.jpg
Claude Monet,Impressionism,61167.jpg
Francisco Goya,Romanticism,982.jpg
Edwin Henry Landseer,Romanticism,58660.jpg
Alfred Sisley,Impressionism,25493.jpg
John Constable,Romanticism,513.jpg
Claude Monet,Impressionism,11233.jpg
"Pontgibaud, village in Peschadoire",Impressionism,59845.jpg
Theophile Steinlen,Realism,48334.jpg
Theophile Steinlen,Realism,39872.jpg
James Tissot,Realism,32817.jpg
Paul Cezanne,Romanticism,35626.jpg
William-Adolphe Bouguereau,Realism,53267.jpg
Konstantinos Volanakis,Realism,4899.jpg
Alfred Sisley,Impressionism,72602.jpg
James Tissot,Realism,89219.jpg
Vincent van Gogh,Realism,60631.jpg
James Tissot,Realism,43439.jpg
Georg Pauli,Impressionism,33800.jpg
Henri de Toulouse-Lautrec,Impressionism,46083.jpg
Henri de Toulouse-Lautrec,Impressionism,75455.jpg
Theophile Steinlen,Realism,62073.jpg
William Turner,Romanticism,23179.jpg
Claude Monet,Impressionism,15562.jpg
Honore Daumier,Impressionism,91548.jpg
Francesco Hayez,Romanticism,24340.jpg
Honore Daumier,Romanticism,36633.jpg
Honore Daumier,Realism,957.jpg
Gustave Dore,Romanticism,94058.jpg
Paul Cezanne,Impressionism,100283.jpg
Paul Cezanne,Impressionism,100152.jpg
Paul Cezanne,Romanticism,3486.jpg
Claude Monet,Impressionism,37160.jpg
John Everett Millais,Realism,88516.jpg
William Holman Hunt,Romanticism,41031.jpg
Edgar Degas,Impressionism,93521.jpg
Caspar David Friedrich,Romanticism,22152.jpg
Edgar Degas,Impressionism,78280.jpg
David Burliuk,Realism,7275.jpg
Winslow Homer,Realism,100541.jpg
Karl Bodmer,Romanticism,97396.jpg
Honore Daumier,Realism,97994.jpg
Caspar David Friedrich,Romanticism,22774.jpg
George Frederick Watts,Romanticism,97952.jpg
Vincent van Gogh,Realism,67895.jpg
Francisco Goya,Romanticism,94051.jpg
Edgar Degas,Impressionism,11295.jpg
Edwin Henry Landseer,Romanticism,78308.jpg
Edgar Degas,Impressionism,7614.jpg
Camille Corot,Realism,65691.jpg
Honore Daumier,Impressionism,56418.jpg
Honore Daumier,Romanticism,98820.jpg
William Turner,Romanticism,30734.jpg
Edgar Degas,Impressionism,84017.jpg
Alfred Sisley,Realism,91491.jpg
Edgar Degas,Impressionism,44022.jpg
Konstantinos Volanakis,Realism,64314.jpg
Paul Cezanne,Romanticism,50999.jpg
Luc-Olivier Merson,Romanticism,46078.jpg
James Tissot,Realism,97978.jpg
Henry Raeburn,Romanticism,13761.jpg
Camille Pissarro,Impressionism,25299.jpg
Paul Cezanne,Impressionism,96231.jpg
Thomas Eakins,Realism,33623.jpg
Edgar Degas,Impressionism,42660.jpg
Dante Gabriel Rossetti,Romanticism,22770.jpg
Pierre-Auguste Renoir,Impressionism,3603.jpg
Edgar Degas,Impressionism,28594.jpg
Honore Daumier,Realism,53074.jpg
John Constable,Romanticism,58700.jpg
Eugene Boudin,Impressionism,90352.jpg
Gustave Courbet,Realism,33773.jpg
Paul Cezanne,Romanticism,57427.jpg
Felix Vallotton ,Realism,52938.jpg
William Turner,Romanticism,101496.jpg
Edwin Henry Landseer,Romanticism,51988.jpg
Edgar Degas,Impressionism,63091.jpg
Felix Vallotton ,Realism,8508.jpg
Vincent van Gogh,Realism,62470.jpg
Henry Raeburn,Romanticism,76890.jpg
Ferdinand Georg Waldmüller,Romanticism,64162.jpg
Before the Start,Impressionism,82842.jpg
William Shayer,Romanticism,16319.jpg
Jean-Leon Gerome,Romanticism,63892.jpg
Edgar Degas,Impressionism,23523.jpg
Caspar David Friedrich,Romanticism,54855.jpg
George Stubbs,Romanticism,54838.jpg
Edgar Degas,Impressionism,95494.jpg
Edward Burne-Jones,Romanticism,86255.jpg
Claude Monet,Impressionism,50977.jpg
Edgar Degas,Impressionism,58952.jpg
Dante Gabriel Rossetti,Romanticism,54385.jpg
Edgar Degas,Impressionism,26979.jpg
Edgar Degas,Impressionism,20745.jpg
Kimon Loghi,Impressionism,58972.jpg
Edgar Degas,Impressionism,5701.jpg
John Atkinson Grimshaw,Romanticism,32737.jpg
Camille Corot,Realism,84508.jpg
Theodore Gericault,Romanticism,5458.jpg
Claude Monet,Impressionism,38252.jpg
Edgar Degas,Impressionism,76222.jpg
Francesco Hayez,Romanticism,99707.jpg
Claude Monet,Impressionism,34888.jpg
Claude Monet,Impressionism,11308.jpg
Caspar David Friedrich,Romanticism,55896.jpg
Theophile Steinlen,Realism,88812.jpg
Odilon Redon,Realism,18076.jpg
Arthur Hughes,Romanticism,71862.jpg
Camille Corot,Realism,54582.jpg
Konstantinos Volanakis,Impressionism,70292.jpg
Claude Monet,Impressionism,86389.jpg
Paul Cezanne,Impressionism,40130.jpg
Konstantinos Volanakis,Realism,61312.jpg
Alfred Sisley,Impressionism,4808.jpg
Francisco Goya,Romanticism,21957.jpg
Edgar Degas,Impressionism,97509.jpg
Claude Monet,Impressionism,9865.jpg
William-Adolphe Bouguereau,Realism,20316.jpg
Theophile Steinlen,Realism,14390.jpg
Theophile Steinlen,Realism,102948.jpg
Kimon Loghi,Impressionism,15127.jpg
Childe Hassam,Impressionism,24766.jpg
Edgar Degas,Impressionism,95079.jpg
Henry Raeburn,Romanticism,39534.jpg
Rudolf von Alt,Romanticism,47949.jpg
Ivan Kramskoy,Realism,41261.jpg
Caspar David Friedrich,Romanticism,60737.jpg
Theophile Steinlen,Realism,7402.jpg
David Wilkie,Romanticism,98443.jpg
Charles-Francois Daubigny,Realism,94961.jpg
Honore Daumier,Romanticism,87423.jpg
James Tissot,Realism,5900.jpg
Berthe Morisot,Impressionism,81334.jpg
Camille Corot,Realism,9513.jpg
Camille Corot,Realism,12934.jpg
Camille Corot,Realism,32599.jpg
Henri Fantin-Latour,Realism,45167.jpg
Camille Corot,Realism,36748.jpg
Eugene Boudin,Realism,30144.jpg
Caspar David Friedrich,Romanticism,32386.jpg
Henry Raeburn,Romanticism,95437.jpg
John Singer Sargent,Realism,11988.jpg
Henry Raeburn,Romanticism,21624.jpg
Dante Gabriel Rossetti,Romanticism,17484.jpg
Francisco Goya,Romanticism,94649.jpg
Edgar Degas,Impressionism,43448.jpg
William-Adolphe Bouguereau,Realism,28623.jpg
Caspar David Friedrich,Romanticism,19876.jpg
Caspar David Friedrich,Romanticism,9378.jpg
Caspar David Friedrich,Romanticism,31761.jpg
James Tissot,Realism,51237.jpg
Edgar Degas,Impressionism,3266.jpg
Thomas Eakins,Realism,57472.jpg
Ferdinand Hodler,Realism,22865.jpg
Vincent van Gogh,Realism,10446.jpg
Edgar Degas,Impressionism,71777.jpg
Jean-Leon Gerome,Romanticism,2444.jpg
John Ruskin,Romanticism,90386.jpg
Max Liebermann,Impressionism,74279.jpg
Edgar Degas,Impressionism,80726.jpg
Robert Julian Onderdonk,Impressionism,30593.jpg
Edgar Degas,Impressionism,1171.jpg
Edouard Manet,Realism,54826.jpg
Gustave Courbet,Realism,81393.jpg
Adolphe Joseph Thomas Monticelli,Romanticism,68612.jpg
Vasily Tropinin,Romanticism,100142.jpg
Berthe Morisot,Impressionism,57522.jpg
William Turner,Romanticism,63725.jpg
David Wilkie,Romanticism,93348.jpg
Theophile Steinlen,Realism,65050.jpg
Gustave Caillebotte,Impressionism,68102.jpg
Honore Daumier,Realism,73097.jpg
Claude Monet,Impressionism,95505.jpg
James Tissot,Realism,69883.jpg
Rudolf von Alt,Romanticism,51307.jpg
Pavel Fedotov,Realism,5021.jpg
Thomas Eakins,Realism,63984.jpg
William Shayer,Romanticism,31783.jpg
Theodor Severin Kittelsen,Realism,94224.jpg
James Tissot,Realism,72182.jpg
Edgar Degas,Impressionism,64247.jpg
Alfred Stevens,Romanticism,92680.jpg
Edgar Degas,Impressionism,37227.jpg
John Ruskin,Romanticism,82235.jpg
James Tissot,Realism,65626.jpg
Kimon Loghi,Impressionism,82422.jpg
Cornelis Springer,Romanticism,63276.jpg
Alfred Sisley,Impressionism,38309.jpg
Edgar Degas,Impressionism,57321.jpg
Theophile Steinlen,Realism,63613.jpg
Caspar David Friedrich,Romanticism,38302.jpg
Honore Daumier,Realism,5991.jpg
Theophile Steinlen,Realism,2278.jpg
Kimon Loghi,Impressionism,10984.jpg
Edgar Degas,Impressionism,80074.jpg
James Tissot,Realism,75506.jpg
James Tissot,Realism,62960.jpg
James Tissot,Realism,82959.jpg
Cornelis Vreedenburgh,Impressionism,31811.jpg
John Ruskin,Romanticism,9704.jpg
William Turner,Romanticism,42934.jpg
James Tissot,Realism,2866.jpg
James Tissot,Realism,87440.jpg
Theophile Steinlen,Realism,41580.jpg
James Tissot,Realism,98774.jpg
James Tissot,Realism,9222.jpg
Pierre-Paul Prud'hon,Romanticism,60902.jpg
James Tissot,Realism,63167.jpg
James Tissot,Realism,13857.jpg
Theophile Steinlen,Realism,36620.jpg
Claude Monet,Impressionism,32232.jpg
John Constable,Romanticism,76616.jpg
James Tissot,Realism,54231.jpg
Sir Lawrence Alma-Tadema,Romanticism,58963.jpg
James Tissot,Realism,45246.jpg
Anders Zorn,Realism,56812.jpg
Rudolf von Alt,Romanticism,41174.jpg
Thomas Eakins,Realism,53000.jpg
Edgar Degas,Impressionism,43916.jpg
Marcus Larson,Romanticism,101092.jpg
Paul Cezanne,Romanticism,57010.jpg
Robert Julian Onderdonk,Impressionism,96548.jpg
James Tissot,Impressionism,60222.jpg
Honore Daumier,Realism,75568.jpg
Claude Monet,Impressionism,39796.jpg
Claude Monet,Impressionism,98339.jpg
Theophile Steinlen,Realism,46118.jpg
Giuseppe de Nittis,Impressionism,41321.jpg
Ferdinand Hodler,Realism,47451.jpg
Theophile Steinlen,Realism,47446.jpg
Eugene Boudin,Impressionism,88159.jpg
James Tissot,Realism,33830.jpg
Johan Hendrik Weissenbruch,Realism,9397.jpg
Thomas Eakins,Realism,44550.jpg
John Singer Sargent,Realism,100510.jpg
John Singer Sargent,Realism,74380.jpg
Edouard Manet,Impressionism,50393.jpg
Johan Hendrik Weissenbruch,Realism,59216.jpg
Vasily Tropinin,Romanticism,80249.jpg
Alfred Stevens,Romanticism,62790.jpg
Henri Fantin-Latour,Realism,78401.jpg
Edgar Degas,Impressionism,16846.jpg
Claude Monet,Impressionism,80182.jpg
Theophile Steinlen,Realism,54721.jpg
Theophile Steinlen,Realism,51337.jpg
John William Waterhouse,Romanticism,77347.jpg
Rudolf von Alt,Romanticism,61378.jpg
Honore Daumier,Realism,67813.jpg
Thomas Eakins,Impressionism,56523.jpg
John Singer Sargent,Realism,55279.jpg
Theophile Steinlen,Realism,74984.jpg
Mary Cassatt,Impressionism,43820.jpg
Vincent van Gogh,Realism,101270.jpg
Thomas Eakins,Realism,33917.jpg
Theophile Steinlen,Realism,18949.jpg
John Henry Twachtman,Impressionism,67335.jpg
William Holman Hunt,Romanticism,67291.jpg
Edward Burne-Jones,Romanticism,8060.jpg
Martin Johnson Heade,Romanticism,56120.jpg
Anders Zorn,Realism,59517.jpg
Honore Daumier,Realism,64278.jpg
Edward Burne-Jones,Romanticism,17401.jpg
Honore Daumier,Impressionism,82759.jpg
N.C. Wyeth,Romanticism,63168.jpg
Rudolf von Alt,Romanticism,1309.jpg
James Tissot,Realism,85980.jpg
Camille Corot,Romanticism,38023.jpg
Giovanni Boldini,Impressionism,39698.jpg
James Tissot,Realism,10494.jpg
Vincent van Gogh,Realism,78696.jpg
Edgar Degas,Impressionism,39095.jpg
Alfred Stevens,Romanticism,18717.jpg
Vincent van Gogh,Realism,35744.jpg
Francesco Hayez,Romanticism,16082.jpg
Anton Melbye,Romanticism,44.jpg
Caspar David Friedrich,Romanticism,30812.jpg
Southwest Texas,Impressionism,46479.jpg
Gustave Courbet,Realism,79338.jpg
Edwin Henry Landseer,Romanticism,98043.jpg
Mary Cassatt,Impressionism,88956.jpg
Vincent van Gogh,Realism,23522.jpg
Honore Daumier,Realism,70693.jpg
Edgar Degas,Impressionism,27765.jpg
John Ruskin,Romanticism,72887.jpg
Francesco Hayez,Romanticism,27300.jpg
John Ruskin,Romanticism,42276.jpg
Camille Corot,Realism,45948.jpg
Rudolf von Alt,Romanticism,14898.jpg
Claude Monet,Impressionism,72196.jpg
Thomas Eakins,Realism,23592.jpg
Octav Angheluta,Impressionism,54240.jpg
Giuseppe de Nittis,Impressionism,97088.jpg
Francisco Goya,Romanticism,52061.jpg
Francesco Hayez,Romanticism,18648.jpg
Francisco Goya,Romanticism,32176.jpg
Ilya Repin,Realism,52132.jpg
James Tissot,Realism,10660.jpg
Alexey Venetsianov,Realism,53720.jpg
George Frederick Watts,Romanticism,19820.jpg
Edgar Degas,Impressionism,18446.jpg
Francesco Hayez,Romanticism,53888.jpg
John Singer Sargent,Realism,9080.jpg
Arnold Böcklin,Romanticism,1085.jpg
Vincent van Gogh,Realism,84517.jpg
Vincent van Gogh,Realism,59409.jpg
Thomas Eakins,Realism,14978.jpg
Rudolf von Alt,Romanticism,42589.jpg
Kimon Loghi,Impressionism,67032.jpg
Konstantin Yuon,Realism,89174.jpg
Vincent van Gogh,Realism,27683.jpg
Edgar Degas,Realism,10230.jpg
Claude Monet,Impressionism,80842.jpg
Vincent van Gogh,Realism,96538.jpg
Claude Monet,Impressionism,55894.jpg
Edouard Manet,Realism,99399.jpg
Rudolf von Alt,Romanticism,4498.jpg
Rudolf von Alt,Romanticism,21031.jpg
Constant Troyon,Realism,54745.jpg
Gustave Dore,Romanticism,63458.jpg
Vincent van Gogh,Realism,8462.jpg
John Ruskin,Romanticism,76917.jpg
Thomas Eakins,Realism,76181.jpg
Francesco Hayez,Romanticism,14361.jpg
Eugene Delacroix,Romanticism,79160.jpg
John Ruskin,Romanticism,46901.jpg
Theophile Steinlen,Realism,71160.jpg
Honore Daumier,Impressionism,27526.jpg
Vincent van Gogh,Realism,14545.jpg
Marcus Larson,Romanticism,51181.jpg
Viktor Vasnetsov,Romanticism,97516.jpg
Gustave Courbet,Realism,22225.jpg
Dante Gabriel Rossetti,Romanticism,82566.jpg
Caspar David Friedrich,Romanticism,64982.jpg
Francesco Hayez,Romanticism,80791.jpg
Caspar David Friedrich,Romanticism,3592.jpg
Adolphe Joseph Thomas Monticelli,Romanticism,94964.jpg
Honore Daumier,Realism,101358.jpg
Koloman Moser,Realism,53561.jpg
William Turner,Romanticism,60001.jpg
Honore Daumier,Realism,99701.jpg
Vincent van Gogh,Realism,85607.jpg
Pierre-Auguste Renoir,Impressionism,82624.jpg
John Singer Sargent,Realism,57482.jpg
Gustav Klimt,Realism,37537.jpg
Rudolf von Alt,Romanticism,65136.jpg
Vincent van Gogh,Realism,83400.jpg
Max Liebermann,Impressionism,57968.jpg
James Tissot,Impressionism,25745.jpg
Jean-Francois Millet,Realism,64315.jpg
Vincent van Gogh,Realism,22388.jpg
Claude Monet,Impressionism,11704.jpg
Georg Pauli,Impressionism,67204.jpg
James Tissot,Realism,38847.jpg
Konstantinos Volanakis,Impressionism,73117.jpg
Claude Monet,Impressionism,34183.jpg
Niccolo Cannicci,Impressionism,41679.jpg
Francesco Hayez,Romanticism,33468.jpg
Claude Monet,Impressionism,62513.jpg
Gustave Dore,Romanticism,37956.jpg
Giuseppe de Nittis,Impressionism,83311.jpg
Vincent van Gogh,Realism,100522.jpg
William Turner,Romanticism,74764.jpg
Edgar Degas,Impressionism,72591.jpg
Alexander Ivanov,Romanticism,25147.jpg
Winslow Homer,Realism,86158.jpg
Claude Monet,Impressionism,76587.jpg
Robert Julian Onderdonk,Impressionism,53486.jpg
Ivan Kramskoy,Realism,65418.jpg
Ferdinand Hodler,Realism,97728.jpg
Arnold Böcklin,Romanticism,59876.jpg
Jean-Francois Millet,Realism,38656.jpg
Edgar Degas,Impressionism,61438.jpg
Thomas Eakins,Realism,46847.jpg
William Turner,Romanticism,96220.jpg
James Tissot,Realism,986.jpg
Ivan Shishkin,Realism,7359.jpg
Francesco Hayez,Romanticism,92087.jpg
Francesco Hayez,Romanticism,17603.jpg
Max Slevogt,Impressionism,10421.jpg
Edgar Degas,Impressionism,34647.jpg
John Ruskin,Romanticism,6430.jpg
Camille Corot,Realism,40037.jpg
Claude Monet,Impressionism,95390.jpg
Alfred Sisley,Impressionism,69568.jpg
Berthe Morisot,Impressionism,61040.jpg
Vincent van Gogh,Realism,89721.jpg
Francesco Hayez,Romanticism,88859.jpg
Thomas Eakins,Realism,57040.jpg
Edgar Degas,Impressionism,77001.jpg
Honore Daumier,Realism,79082.jpg
Camille Pissarro,Impressionism,41768.jpg
Francesco Hayez,Romanticism,87063.jpg
Sir Lawrence Alma-Tadema,Romanticism,32488.jpg
John Singer Sargent,Realism,65670.jpg
Thomas Eakins,Realism,5308.jpg
Jules Breton,Realism,81766.jpg
William Merritt Chase,Impressionism,82596.jpg
Francesco Hayez,Romanticism,63820.jpg
Francesco Hayez,Romanticism,94819.jpg
